song,path_to_wav,artist,artist_genre,genre
The Stumble,./audio_data/mp3_data/The Stumble.mp3,John Mayall & The Bluesbreakers,bluesblues rockbritish bluesbritish invasionclassic rockcountry rockelectric bluesmodern bluesroots rock,rock
I Got My Eyes On You,./audio_data/mp3_data/I Got My Eyes On You.mp3,Buddy Guy,acoustic bluesbluesblues rockchicago bluesclassic rockcountry blueselectric bluesmodern bluessoul bluestraditional blues,rock
Two Way Wishing,./audio_data/mp3_data/Two Way Wishing.mp3,Lowell Fulson,acoustic bluesbluesboogie-woogieelectric bluesjump bluessoul bluestexas bluestraditional blues,rock
Something In The Way - Remastered,./audio_data/mp3_data/Something In The Way - Remastered.mp3,Nirvana,grungepermanent waverock,rock
Cum on Feel the Noize,./audio_data/mp3_data/Cum on Feel the Noize.mp3,Quiet Riot,album rockclassic rockglam metalhard rockmetalrock,rock
Crazy Train,./audio_data/mp3_data/Crazy Train.mp3,Ozzy Osbourne,album rockbirmingham metalhard rockmetalrock,rock
Cult of Personality,./audio_data/mp3_data/Cult of Personality.mp3,Living Colour,alternative metalfunk metalfunk rockhard rockrock,rock
Everlong,./audio_data/mp3_data/Everlong.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
The End of the Game,./audio_data/mp3_data/The End of the Game.mp3,Weezer,alternative rockmodern power popmodern rockpermanent waverock,rock
Man in the Box,./audio_data/mp3_data/Man in the Box.mp3,Alice In Chains,alternative metalalternative rockgrungehard rocknu metalrock,rock
Heat Of The Moment,./audio_data/mp3_data/Heat Of The Moment.mp3,Asia,album rockart rockclassic rockhard rockmellow goldprogressive rocksoft rocksymphonic rock,rock
"Danger Zone - From ""Top Gun"" Original Soundtrack",./audio_data/mp3_data/Danger Zone - From Top Gun Original Soundtrack.mp3,Kenny Loggins,album rockclassic rockmellow goldnew wave popsoft rockyacht rock,rock
We Are The Champions - Remastered 2011,./audio_data/mp3_data/We Are The Champions - Remastered 2011.mp3,Queen,classic rockglam rockrock,rock
Paradise City,./audio_data/mp3_data/Paradise City.mp3,Guns N' Roses,glam metalhard rockrock,rock
You Know You're Right,./audio_data/mp3_data/You Know You're Right.mp3,Nirvana,grungepermanent waverock,rock
Killing In The Name,./audio_data/mp3_data/Killing In The Name.mp3,Rage Against The Machine,alternative metalalternative rockconscious hip hopfunk metalnu metalpolitical hip hoprap metalrap rockrock,rock
Bodysnatchers,./audio_data/mp3_data/Bodysnatchers.mp3,Radiohead,alternative rockart rockmelancholiaoxford indiepermanent waverock,rock
"Mama, I'm Coming Home","./audio_data/mp3_data/Mama, I'm Coming Home.mp3",Ozzy Osbourne,album rockbirmingham metalhard rockmetalrock,rock
Buddy Holly,./audio_data/mp3_data/Buddy Holly.mp3,Weezer,alternative rockmodern power popmodern rockpermanent waverock,rock
Seven Nation Army,./audio_data/mp3_data/Seven Nation Army.mp3,The White Stripes,alternative rockblues rockdetroit rockgarage rockmodern blues rockmodern rockpermanent wavepunk bluesrock,rock
All My Life,./audio_data/mp3_data/All My Life.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
Head Like A Hole,./audio_data/mp3_data/Head Like A Hole.mp3,Nine Inch Nails,alternative metalalternative rockcyberpunkelectronic rockindustrialindustrial metalindustrial rocknu metalrock,rock
Machinehead - Remastered,./audio_data/mp3_data/Machinehead - Remastered.mp3,Bush,alternative metalalternative rockgrungemodern rocknu metalpop rockpost-grungerock,rock
Undone - The Sweater Song,./audio_data/mp3_data/Undone - The Sweater Song.mp3,Weezer,alternative rockmodern power popmodern rockpermanent waverock,rock
Saturday Night’s Alright (For Fighting) - Remastered 2014,./audio_data/mp3_data/Saturday Night’s Alright (For Fighting) - Remastered 2014.mp3,Elton John,glam rockmellow goldpiano rock,rock
Highway to Hell,./audio_data/mp3_data/Highway to Hell.mp3,AC/DC,australian rockhard rockrock,rock
Backwater,./audio_data/mp3_data/Backwater.mp3,Meat Puppets,alternative rockcowpunkgrungepost-punkpunkrock,rock
Interstate Love Song - 2019 Remaster,./audio_data/mp3_data/Interstate Love Song - 2019 Remaster.mp3,Stone Temple Pilots,alternative metalalternative rockgrungehard rocknu metalpop rockpost-grungerock,rock
White Wedding - Pt. 1,./audio_data/mp3_data/White Wedding - Pt. 1.mp3,Billy Idol,album rockclassic rockdance rockhard rockmellow goldnew romanticnew wavenew wave poprocksoft rock,rock
Black Dog - Remaster,./audio_data/mp3_data/Black Dog - Remaster.mp3,Led Zeppelin,album rockclassic rockhard rockrock,rock
The Good Life,./audio_data/mp3_data/The Good Life.mp3,Weezer,alternative rockmodern power popmodern rockpermanent waverock,rock
(Don't Fear) The Reaper,./audio_data/mp3_data/(Don't Fear) The Reaper.mp3,Blue Öyster Cult,album rockart rockblues rockclassic rockhard rockmetalrocksoft rock,rock
I Will Buy You A New Life,./audio_data/mp3_data/I Will Buy You A New Life.mp3,Everclear,alternative metalalternative rockpermanent wavepop rockpost-grungerock,rock
Come As You Are - Remastered,./audio_data/mp3_data/Come As You Are - Remastered.mp3,Nirvana,grungepermanent waverock,rock
Bohemian Rhapsody - Remastered 2011,./audio_data/mp3_data/Bohemian Rhapsody - Remastered 2011.mp3,Queen,classic rockglam rockrock,rock
Bulls On Parade,./audio_data/mp3_data/Bulls On Parade.mp3,Rage Against The Machine,alternative metalalternative rockconscious hip hopfunk metalnu metalpolitical hip hoprap metalrap rockrock,rock
"Hey Man, Nice Shot - Remastered Version","./audio_data/mp3_data/Hey Man, Nice Shot - Remastered Version.mp3",Filter,alternative metalalternative rockgrungeindustrial metalindustrial rocknu metalpop rockpost-grungerap rockrock,rock
1979 - Remastered 2012,./audio_data/mp3_data/1979 - Remastered 2012.mp3,The Smashing Pumpkins,alternative metalalternative rockgrungenu metalpermanent wavepop rockrock,rock
Heavy Metal,./audio_data/mp3_data/Heavy Metal.mp3,Sammy Hagar,album rockclassic rockcountry rockglam metalhard rockheartland rockmellow goldmetalrocksoft rock,rock
American Woman,./audio_data/mp3_data/American Woman.mp3,The Guess Who,album rockart rockblues rockclassic canadian rockclassic rockcountry rockfolk rockhard rockheartland rockmellow goldrocksoft rock,rock
Ballroom Blitz,./audio_data/mp3_data/Ballroom Blitz.mp3,Sweet,album rockblues rockclassic rockclassic uk popglam rockhard rockrock,rock
"Paint It, Black","./audio_data/mp3_data/Paint It, Black.mp3",The Rolling Stones,album rockbritish invasionclassic rockrock,rock
Don't You (Forget About Me),./audio_data/mp3_data/Don't You (Forget About Me).mp3,Simple Minds,art rockdance rockmellow goldnew romanticnew wavenew wave poprockscottish new wavesoft rocksynthpop,rock
It's The End Of The World As We Know It (And I Feel Fine),./audio_data/mp3_data/It's The End Of The World As We Know It (And I Feel Fine).mp3,R.E.M.,alternative rockathens indiepermanent wavepop rockrock,rock
Hey Jude - Remastered 2015,./audio_data/mp3_data/Hey Jude - Remastered 2015.mp3,The Beatles,beatlesquebritish invasionclassic rockmerseybeatpsychedelic rockrock,rock
Sleep Now In the Fire,./audio_data/mp3_data/Sleep Now In the Fire.mp3,Rage Against The Machine,alternative metalalternative rockconscious hip hopfunk metalnu metalpolitical hip hoprap metalrap rockrock,rock
Smokin' In The Boys Room,./audio_data/mp3_data/Smokin' In The Boys Room.mp3,Mötley Crüe,glam metalhard rockrocksleaze rock,rock
Don't Stop Me Now - Remastered 2011,./audio_data/mp3_data/Don't Stop Me Now - Remastered 2011.mp3,Queen,classic rockglam rockrock,rock
Beverly Hills,./audio_data/mp3_data/Beverly Hills.mp3,Weezer,alternative rockmodern power popmodern rockpermanent waverock,rock
Ain't No Rest For The Wicked - Original Version,./audio_data/mp3_data/Ain't No Rest For The Wicked - Original Version.mp3,Cage The Elephant,modern rockpunk bluesrock,rock
Flagpole Sitta,./audio_data/mp3_data/Flagpole Sitta.mp3,Harvey Danger,alternative rockpop rock,rock
Heart-Shaped Box,./audio_data/mp3_data/Heart-Shaped Box.mp3,Nirvana,grungepermanent waverock,rock
The Distance,./audio_data/mp3_data/The Distance.mp3,CAKE,alternative rockmodern rockpop rockrocksacramento indie,rock
Speed of Sound,./audio_data/mp3_data/Speed of Sound.mp3,Coldplay,permanent wavepop,rock
Starlight,./audio_data/mp3_data/Starlight.mp3,Muse,modern rockpermanent waverock,rock
Take Me Out,./audio_data/mp3_data/Take Me Out.mp3,Franz Ferdinand,alternative rockdance rockindie rockmodern rockrockscottish rock,rock
505,./audio_data/mp3_data/505.mp3,Arctic Monkeys,garage rockpermanent waverocksheffield indie,rock
There She Goes,./audio_data/mp3_data/There She Goes.mp3,The La's,britpop,rock
This Charming Man - 2011 Remaster,./audio_data/mp3_data/This Charming Man - 2011 Remaster.mp3,The Smiths,madchesternew wavepermanent waverockuk post-punk,rock
Friday I'm In Love,./audio_data/mp3_data/Friday I'm In Love.mp3,The Cure,new wavepermanent waverockuk post-punk,rock
Fluorescent Adolescent,./audio_data/mp3_data/Fluorescent Adolescent.mp3,Arctic Monkeys,garage rockpermanent waverocksheffield indie,rock
Mr. Brightside,./audio_data/mp3_data/Mr. Brightside.mp3,The Killers,alternative rockdance rockmodern rockpermanent waverock,rock
Feel Good Inc.,./audio_data/mp3_data/Feel Good Inc..mp3,Gorillaz,alternative hip hop,rock
How Soon Is Now? - 2011 Remaster,./audio_data/mp3_data/How Soon Is Now - 2011 Remaster.mp3,The Smiths,madchesternew wavepermanent waverockuk post-punk,rock
Boys Don't Cry,./audio_data/mp3_data/Boys Don't Cry.mp3,The Cure,new wavepermanent waverockuk post-punk,rock
Mr. Brightside,./audio_data/mp3_data/Mr. Brightside.mp3,The Killers,alternative rockdance rockmodern rockpermanent waverock,rock
In the End,./audio_data/mp3_data/In the End.mp3,Linkin Park,alternative metalnu metalpost-grungerap metal,rock
Good Riddance (Time of Your Life),./audio_data/mp3_data/Good Riddance (Time of Your Life).mp3,Green Day,permanent wavepunk,rock
Basket Case,./audio_data/mp3_data/Basket Case.mp3,Green Day,permanent wavepunk,rock
Losing My Religion,./audio_data/mp3_data/Losing My Religion.mp3,R.E.M.,alternative rockathens indiepermanent wavepop rockrock,rock
Everlong,./audio_data/mp3_data/Everlong.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
Instant Crush (feat. Julian Casablancas),./audio_data/mp3_data/Instant Crush (feat. Julian Casablancas).mp3,Daft Punk,electrofilter house,rock
Bitter Sweet Symphony,./audio_data/mp3_data/Bitter Sweet Symphony.mp3,The Verve,alternative rockbritpoppermanent wavepop rockrockshoegaze,rock
R U Mine?,./audio_data/mp3_data/R U Mine.mp3,Arctic Monkeys,garage rockpermanent waverocksheffield indie,rock
Africa,./audio_data/mp3_data/Africa.mp3,TOTO,album rockclassic rockmellow goldrocksoft rockyacht rock,rock
Closer,./audio_data/mp3_data/Closer.mp3,The Chainsmokers,dance popedmelectropoppoppop dancetropical house,rock
Can't Stop,./audio_data/mp3_data/Can't Stop.mp3,Red Hot Chili Peppers,alternative rockfunk metalfunk rockpermanent wave,rock
Are You Gonna Be My Girl,./audio_data/mp3_data/Are You Gonna Be My Girl.mp3,Jet,alternative rockmodern rockrock,rock
My Sweet Lord - Remastered 2014,./audio_data/mp3_data/My Sweet Lord - Remastered 2014.mp3,George Harrison,album rockbeatlesqueclassic rockfolk rockmellow goldrocksoft rock,rock
Imagine - Remastered 2010,./audio_data/mp3_data/Imagine - Remastered 2010.mp3,John Lennon,album rockbeatlesqueclassic rockfolk rockmellow goldrock,rock
Do I Wanna Know?,./audio_data/mp3_data/Do I Wanna Know.mp3,Arctic Monkeys,garage rockpermanent waverocksheffield indie,rock
She Moves In Her Own Way,./audio_data/mp3_data/She Moves In Her Own Way.mp3,The Kooks,brighton indiemodern rockrock,rock
Naive,./audio_data/mp3_data/Naive.mp3,The Kooks,brighton indiemodern rockrock,rock
Numb,./audio_data/mp3_data/Numb.mp3,Linkin Park,alternative metalnu metalpost-grungerap metal,rock
Pumped Up Kicks,./audio_data/mp3_data/Pumped Up Kicks.mp3,Foster The People,indietronicamodern rockpop rockrock,rock
Clint Eastwood,./audio_data/mp3_data/Clint Eastwood.mp3,Gorillaz,alternative hip hop,rock
Pump Up The Jam - Edit,./audio_data/mp3_data/Pump Up The Jam - Edit.mp3,Technotronic,eurodanceeuropophip housenew beat,rock
Kiss from a Rose,./audio_data/mp3_data/Kiss from a Rose.mp3,Seal,british soulsoft rock,rock
Believe,./audio_data/mp3_data/Believe.mp3,Cher,dance pophollywoodnew wave pop,rock
Wannabe,./audio_data/mp3_data/Wannabe.mp3,Spice Girls,dance popeuropopgirl grouppop,rock
Back In Black,./audio_data/mp3_data/Back In Black.mp3,AC/DC,australian rockhard rockrock,rock
Should I Stay or Should I Go - Remastered,./audio_data/mp3_data/Should I Stay or Should I Go - Remastered.mp3,The Clash,classic rockpermanent wavepunkrock,rock
All Along the Watchtower,./audio_data/mp3_data/All Along the Watchtower.mp3,Jimi Hendrix,acid rockalbum rockblues rockclassic rockhard rockproto-metalpsychedelic rockrock,rock
Come Together - Remastered 2009,./audio_data/mp3_data/Come Together - Remastered 2009.mp3,The Beatles,beatlesquebritish invasionclassic rockmerseybeatpsychedelic rockrock,rock
Paradise City,./audio_data/mp3_data/Paradise City.mp3,Guns N' Roses,glam metalhard rockrock,rock
Fortunate Son,./audio_data/mp3_data/Fortunate Son.mp3,Creedence Clearwater Revival,album rockclassic rockcountry rockrocksouthern rockswamp rock,rock
Hotel California - 2013 Remaster,./audio_data/mp3_data/Hotel California - 2013 Remaster.mp3,Eagles,album rockclassic rockcountry rockfolk rockheartland rockmellow goldrocksoft rockyacht rock,rock
"Rocket Man (I Think It's Going To Be A Long, Long Time)","./audio_data/mp3_data/Rocket Man (I Think It's Going To Be A Long, Long Time).mp3",Elton John,glam rockmellow goldpiano rock,rock
Dream On,./audio_data/mp3_data/Dream On.mp3,Aerosmith,album rockclassic rockhard rockrock,rock
Highway to Hell,./audio_data/mp3_data/Highway to Hell.mp3,AC/DC,australian rockhard rockrock,rock
Immigrant Song - Remaster,./audio_data/mp3_data/Immigrant Song - Remaster.mp3,Led Zeppelin,album rockclassic rockhard rockrock,rock
Jump - 2015 Remaster,./audio_data/mp3_data/Jump - 2015 Remaster.mp3,Van Halen,album rockclassic rockhard rockmetalrock,rock
Don't Stop Believin',./audio_data/mp3_data/Don't Stop Believin'.mp3,Journey,album rockclassic rockhard rockmellow goldrocksoft rock,rock
Have You Ever Seen The Rain,./audio_data/mp3_data/Have You Ever Seen The Rain.mp3,Creedence Clearwater Revival,album rockclassic rockcountry rockrocksouthern rockswamp rock,rock
Sweet Child O' Mine,./audio_data/mp3_data/Sweet Child O' Mine.mp3,Guns N' Roses,glam metalhard rockrock,rock
Free Fallin',./audio_data/mp3_data/Free Fallin'.mp3,Tom Petty,album rockclassic rockcountry rockfolk rockheartland rockmellow goldpop rockrocksinger-songwritersoft rock,rock
(I Can't Get No) Satisfaction - Mono Version,./audio_data/mp3_data/(I Can't Get No) Satisfaction - Mono Version.mp3,The Rolling Stones,album rockbritish invasionclassic rockrock,rock
T.N.T.,./audio_data/mp3_data/T.N.T..mp3,AC/DC,australian rockhard rockrock,rock
You Shook Me All Night Long,./audio_data/mp3_data/You Shook Me All Night Long.mp3,AC/DC,australian rockhard rockrock,rock
Rebel Rebel - 2016 Remaster,./audio_data/mp3_data/Rebel Rebel - 2016 Remaster.mp3,David Bowie,art rockclassic rockglam rockpermanent waverock,rock
We Are The Champions - Remastered 2011,./audio_data/mp3_data/We Are The Champions - Remastered 2011.mp3,Queen,classic rockglam rockrock,rock
Saturday Night’s Alright (For Fighting) - Remastered 2014,./audio_data/mp3_data/Saturday Night’s Alright (For Fighting) - Remastered 2014.mp3,Elton John,glam rockmellow goldpiano rock,rock
Smoke On The Water - Remastered 2012,./audio_data/mp3_data/Smoke On The Water - Remastered 2012.mp3,Deep Purple,album rockblues rockclassic rockhard rockmetalpsychedelic rockrock,rock
Whole Lotta Love - 1990 Remaster,./audio_data/mp3_data/Whole Lotta Love - 1990 Remaster.mp3,Led Zeppelin,album rockclassic rockhard rockrock,rock
Sunshine Of Your Love,./audio_data/mp3_data/Sunshine Of Your Love.mp3,Cream,album rockart rockblues rockclassic rockfolk rockhard rockpsychedelic rockrockroots rocksupergroup,rock
I Saw Her Standing There - Remastered 2009,./audio_data/mp3_data/I Saw Her Standing There - Remastered 2009.mp3,The Beatles,beatlesquebritish invasionclassic rockmerseybeatpsychedelic rockrock,rock
Rock the Casbah - Remastered,./audio_data/mp3_data/Rock the Casbah - Remastered.mp3,The Clash,classic rockpermanent wavepunkrock,rock
Sweet Emotion,./audio_data/mp3_data/Sweet Emotion.mp3,Aerosmith,album rockclassic rockhard rockrock,rock
Another One Bites The Dust - Remastered 2011,./audio_data/mp3_data/Another One Bites The Dust - Remastered 2011.mp3,Queen,classic rockglam rockrock,rock
Edge of Seventeen - 2016 Remaster,./audio_data/mp3_data/Edge of Seventeen - 2016 Remaster.mp3,Stevie Nicks,album rockheartland rockmellow goldrocksoft rock,rock
Purple Haze,./audio_data/mp3_data/Purple Haze.mp3,Jimi Hendrix,acid rockalbum rockblues rockclassic rockhard rockproto-metalpsychedelic rockrock,rock
Werewolves of London - 2007 Remaster,./audio_data/mp3_data/Werewolves of London - 2007 Remaster.mp3,Warren Zevon,album rockclassic rockcountry rockfolkfolk rockheartland rockmellow goldpiano rockrockroots rocksinger-songwritersoft rock,rock
Layla,./audio_data/mp3_data/Layla.mp3,Derek & The Dominos,album rockart rockbluesblues rockbritish bluesclassic rockcountry rockelectric bluesfolk rockhard rockmellow goldpsychedelic rockrockroots rocksoft rock,rock
China Grove,./audio_data/mp3_data/China Grove.mp3,The Doobie Brothers,album rockart rockblues rockclassic rockcountry rockfolk rockhard rockheartland rockmellow goldrocksoft rockyacht rock,rock
"Paint It, Black","./audio_data/mp3_data/Paint It, Black.mp3",The Rolling Stones,album rockbritish invasionclassic rockrock,rock
You Really Got Me - 2015 Remaster,./audio_data/mp3_data/You Really Got Me - 2015 Remaster.mp3,Van Halen,album rockclassic rockhard rockmetalrock,rock
Bohemian Rhapsody - Remastered 2011,./audio_data/mp3_data/Bohemian Rhapsody - Remastered 2011.mp3,Queen,classic rockglam rockrock,rock
Old Time Rock & Roll,./audio_data/mp3_data/Old Time Rock & Roll.mp3,Bob Seger,album rockclassic rockcountry rockdetroit rockfolk rockhard rockheartland rockmellow goldrocksoft rock,rock
Livin' On A Prayer,./audio_data/mp3_data/Livin' On A Prayer.mp3,Bon Jovi,glam metalrock,rock
I Was Made For Lovin' You,./audio_data/mp3_data/I Was Made For Lovin' You.mp3,KISS,album rockclassic rockglam rockhard rockmetalrock,rock
Stuck In The Middle With You,./audio_data/mp3_data/Stuck In The Middle With You.mp3,Stealers Wheel,classic rockclassic uk popfolk rock,rock
Heart Of Glass - Special Mix,./audio_data/mp3_data/Heart Of Glass - Special Mix.mp3,Blondie,candy popnew wavenew wave poppermanent wavepower poprock,rock
Don't You (Forget About Me),./audio_data/mp3_data/Don't You (Forget About Me).mp3,Simple Minds,art rockdance rockmellow goldnew romanticnew wavenew wave poprockscottish new wavesoft rocksynthpop,rock
Hot for Teacher - 2015 Remaster,./audio_data/mp3_data/Hot for Teacher - 2015 Remaster.mp3,Van Halen,album rockclassic rockhard rockmetalrock,rock
My Life,./audio_data/mp3_data/My Life.mp3,Billy Joel,classic rockfolk rockmellow goldpiano rockrocksinger-songwritersoft rock,rock
Ziggy Stardust - 2012 Remaster,./audio_data/mp3_data/Ziggy Stardust - 2012 Remaster.mp3,David Bowie,art rockclassic rockglam rockpermanent waverock,rock
Lido Shuffle,./audio_data/mp3_data/Lido Shuffle.mp3,Boz Scaggs,adult standardsalbum rockart rockclassic rockclassic uk popcountry rockfolkfolk rockmellow goldsinger-songwritersoft rockyacht rock,rock
Life in the Fast Lane - 2013 Remaster,./audio_data/mp3_data/Life in the Fast Lane - 2013 Remaster.mp3,Eagles,album rockclassic rockcountry rockfolk rockheartland rockmellow goldrocksoft rockyacht rock,rock
All Day and All of the Night,./audio_data/mp3_data/All Day and All of the Night.mp3,The Kinks,album rockart rockbritish invasionclassic rockfolk rockglam rockmellow goldprotopunkpsychedelic rockrock,rock
Working for the Weekend,./audio_data/mp3_data/Working for the Weekend.mp3,Loverboy,album rockclassic canadian rockclassic rockglam metalhard rockheartland rockmellow goldnew wave poprocksoft rock,rock
Don't Stop Me Now - Remastered 2011,./audio_data/mp3_data/Don't Stop Me Now - Remastered 2011.mp3,Queen,classic rockglam rockrock,rock
The Man Who Sold The World,./audio_data/mp3_data/The Man Who Sold The World.mp3,Nirvana,grungepermanent waverock,rock
Hysteria - Remastered 2017,./audio_data/mp3_data/Hysteria - Remastered 2017.mp3,Def Leppard,album rockglam metalhard rocknwobhmrock,rock
No Rain,./audio_data/mp3_data/No Rain.mp3,Blind Melon,alternative metalalternative rockblues rockgrungepop rockrock,rock
You Make My Dreams (Come True),./audio_data/mp3_data/You Make My Dreams (Come True).mp3,Daryl Hall & John Oates,album rockclassic rockmellow goldrocksoft rockyacht rock,rock
Rosanna,./audio_data/mp3_data/Rosanna.mp3,TOTO,album rockclassic rockmellow goldrocksoft rockyacht rock,rock
Janie's Got A Gun,./audio_data/mp3_data/Janie's Got A Gun.mp3,Aerosmith,album rockclassic rockhard rockrock,rock
Don't Stop Believin',./audio_data/mp3_data/Don't Stop Believin'.mp3,Journey,album rockclassic rockhard rockmellow goldrocksoft rock,rock
Can't Fight This Feeling,./audio_data/mp3_data/Can't Fight This Feeling.mp3,REO Speedwagon,album rockclassic rockhard rockheartland rockmellow goldrocksoft rock,rock
All Things Must Pass - 2020 Mix,./audio_data/mp3_data/All Things Must Pass - 2020 Mix.mp3,George Harrison,album rockbeatlesqueclassic rockfolk rockmellow goldrocksoft rock,rock
Rich Girl,./audio_data/mp3_data/Rich Girl.mp3,Daryl Hall & John Oates,album rockclassic rockmellow goldrocksoft rockyacht rock,rock
November Rain,./audio_data/mp3_data/November Rain.mp3,Guns N' Roses,glam metalhard rockrock,rock
Eyes Without A Face - Remastered,./audio_data/mp3_data/Eyes Without A Face - Remastered.mp3,Billy Idol,album rockclassic rockdance rockhard rockmellow goldnew romanticnew wavenew wave poprocksoft rock,rock
Learn to Fly,./audio_data/mp3_data/Learn to Fly.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
All My Life,./audio_data/mp3_data/All My Life.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
Not Bad Luck,./audio_data/mp3_data/Not Bad Luck.mp3,Taylor Hawkins & The Coattail Riders,rock drums,rock
Best of You,./audio_data/mp3_data/Best of You.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
The Pretender,./audio_data/mp3_data/The Pretender.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
Way Down,./audio_data/mp3_data/Way Down.mp3,Taylor Hawkins & The Coattail Riders,rock drums,rock
Times Like These,./audio_data/mp3_data/Times Like These.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
Something from Nothing,./audio_data/mp3_data/Something from Nothing.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
Thanks for the Line,./audio_data/mp3_data/Thanks for the Line.mp3,The Birds of Satan,,rock
Walk,./audio_data/mp3_data/Walk.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
Crossed The Line,./audio_data/mp3_data/Crossed The Line.mp3,Taylor Hawkins & The Coattail Riders,rock drums,rock
Low,./audio_data/mp3_data/Low.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
Feed The Cruel,./audio_data/mp3_data/Feed The Cruel.mp3,NHC,,rock
Shame Shame,./audio_data/mp3_data/Shame Shame.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
Your Shoes,./audio_data/mp3_data/Your Shoes.mp3,Taylor Hawkins & The Coattail Riders,rock drums,rock
Cold Day In The Sun,./audio_data/mp3_data/Cold Day In The Sun.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
"The Man That Never Was - from ""Sound City"" - Original Soundtrack",./audio_data/mp3_data/The Man That Never Was - from Sound City - Original Soundtrack.mp3,Rick Springfield,album rockaustralian rockclassic rockheartland rockmellow goldnew wave poppop rocksoft rockyacht rock,rock
Aurora,./audio_data/mp3_data/Aurora.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
Middle Child,./audio_data/mp3_data/Middle Child.mp3,Taylor Hawkins & The Coattail Riders,rock drums,rock
These Days,./audio_data/mp3_data/These Days.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
You Can't Fix This,./audio_data/mp3_data/You Can't Fix This.mp3,Stevie Nicks,album rockheartland rockmellow goldrocksoft rock,rock
DOA,./audio_data/mp3_data/DOA.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
Pieces of the Puzzle,./audio_data/mp3_data/Pieces of the Puzzle.mp3,The Birds of Satan,,rock
Bob Quit His Job,./audio_data/mp3_data/Bob Quit His Job.mp3,Taylor Hawkins,rock drums,rock
Waiting On A War,./audio_data/mp3_data/Waiting On A War.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
The Ballad of the Birds of Satan,./audio_data/mp3_data/The Ballad of the Birds of Satan.mp3,The Birds of Satan,,rock
I Really Blew It,./audio_data/mp3_data/I Really Blew It.mp3,Taylor Hawkins & The Coattail Riders,rock drums,rock
Belly of an Insect,./audio_data/mp3_data/Belly of an Insect.mp3,Eric Avery,,rock
Welcome Home,./audio_data/mp3_data/Welcome Home.mp3,Coheed and Cambria,alternative metalemopop punkscreamo,rock
Range Rover Bitch,./audio_data/mp3_data/Range Rover Bitch.mp3,Taylor Hawkins,rock drums,rock
No Son Of Mine,./audio_data/mp3_data/No Son Of Mine.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
Have A Cigar,./audio_data/mp3_data/Have A Cigar.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
Rope,./audio_data/mp3_data/Rope.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
Devil That You Know,./audio_data/mp3_data/Devil That You Know.mp3,NHC,,rock
The Sky Is A Neighborhood,./audio_data/mp3_data/The Sky Is A Neighborhood.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
Overture,./audio_data/mp3_data/Overture.mp3,Dave Grohl,alternative rockrock drums,rock
Bridge Burning,./audio_data/mp3_data/Bridge Burning.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
I Could Be Somebody Else,./audio_data/mp3_data/I Could Be Somebody Else.mp3,NHC,,rock
Get The Money,./audio_data/mp3_data/Get The Money.mp3,Taylor Hawkins & The Coattail Riders,rock drums,rock
Turn Over The World,./audio_data/mp3_data/Turn Over The World.mp3,Perry Farrell,alternative rock,rock
Rudy,./audio_data/mp3_data/Rudy.mp3,Taylor Hawkins,rock drums,rock
Holding Poison,./audio_data/mp3_data/Holding Poison.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
You Should Be Dancing,./audio_data/mp3_data/You Should Be Dancing.mp3,Dee Gees,,rock
Run,./audio_data/mp3_data/Run.mp3,Foo Fighters,alternative metalalternative rockmodern rockpermanent wavepost-grungerock,rock
