track_name,artist_name,preview,artist_genre
Rock and Roll - Remaster,Led Zeppelin,./data/Rock and Roll - Remaster,album rock classic rock hard rock rock
Kickstart My Heart,Mötley Crüe,./data/Kickstart My Heart,glam metal hard rock metal rock sleaze rock
Because the Night,Patti Smith,./data/Because the Night,art punk art rock folk rock permanent wave protopunk rock
Zombie,The Cranberries,./data/Zombie,irish rock pop rock rock
More Than a Feeling,Boston,./data/More Than a Feeling,album rock blues rock classic rock country rock hard rock mellow gold rock soft rock
Saturday Night’s Alright (For Fighting) - Remastered 2014,Elton John,./data/Saturday Night’s Alright (For Fighting) - Remastered 2014,glam rock mellow gold piano rock
In The Air Tonight - 2015 Remastered,Phil Collins,./data/In The Air Tonight - 2015 Remastered,mellow gold rock drums soft rock
All Along the Watchtower,Jimi Hendrix,./data/All Along the Watchtower,acid rock album rock blues rock classic rock hard rock proto-metal psychedelic rock rock
Thunderstruck,AC/DC,./data/Thunderstruck,australian rock hard rock rock
Back on the Chain Gang - 2007 Remaster,Pretenders,./data/Back on the Chain Gang - 2007 Remaster,album rock art rock classic rock folk rock lilith mellow gold new romantic new wave new wave pop permanent wave pop rock rock soft rock
Rebel Rebel - 1999 Remaster,David Bowie,./data/Rebel Rebel - 1999 Remaster,art rock classic rock glam rock permanent wave rock
Break on Through (To the Other Side),The Doors,./data/Break on Through (To the Other Side),acid rock classic rock psychedelic rock rock
Born in the U.S.A.,Bruce Springsteen,./data/Born in the U.S.A.,classic rock heartland rock mellow gold permanent wave rock singer-songwriter soft rock
Bitter Sweet Symphony,The Verve,./data/Bitter Sweet Symphony,alternative rock britpop permanent wave pop rock rock shoegaze
Won't Get Fooled Again - Original Album Version,The Who,./data/Won't Get Fooled Again - Original Album Version,album rock art rock blues rock british invasion classic rock folk rock hard rock mellow gold psychedelic rock rock
White Wedding - Pt. 1,Billy Idol,./data/White Wedding - Pt. 1,album rock classic rock dance rock hard rock mellow gold new romantic new wave new wave pop rock soft rock synthpop
The Spirit Of Radio,Rush,./data/The Spirit Of Radio,album rock art rock canadian metal classic canadian rock classic rock hard rock metal progressive rock rock
Carry on Wayward Son,Kansas,./data/Carry on Wayward Son,album rock art rock classic rock hard rock heartland rock mellow gold progressive rock rock soft rock symphonic rock
Mr. Brightside,The Killers,./data/Mr. Brightside,alternative rock dance rock modern rock permanent wave rock
Where Is My Mind? - Remastered,Pixies,./data/Where Is My Mind? - Remastered,alternative rock boston rock modern rock permanent wave rock
Sweet Child O' Mine,Guns N' Roses,./data/Sweet Child O' Mine,glam metal hard rock rock
Rock And Roll All Nite,KISS,./data/Rock And Roll All Nite,album rock classic rock glam rock hard rock metal rock
Last Nite,The Strokes,./data/Last Nite,alternative rock garage rock modern rock permanent wave rock
Hit Me With Your Best Shot,Pat Benatar,./data/Hit Me With Your Best Shot,album rock classic rock heartland rock mellow gold new wave pop rock soft rock
Smells Like Teen Spirit,Nirvana,./data/Smells Like Teen Spirit,alternative rock grunge permanent wave rock
Under Pressure - Remastered 2011,Queen,./data/Under Pressure - Remastered 2011,classic rock glam rock rock
Kool Thing,Sonic Youth,./data/Kool Thing,alternative rock art rock indie rock new wave noise pop noise rock post-punk rock
Alive,Pearl Jam,./data/Alive,grunge permanent wave rock
Rock You Like a Hurricane - 2015 - Remaster,Scorpions,./data/Rock You Like a Hurricane - 2015 - Remaster,album rock german hard rock german metal german rock hard rock metal rock
You Give Love A Bad Name,Bon Jovi,./data/You Give Love A Bad Name,glam metal rock
School's Out,Alice Cooper,./data/School's Out,album rock blues rock classic rock detroit rock glam metal glam rock hard rock metal protopunk rock
Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,./data/Bullet With Butterfly Wings - Remastered 2012,alternative metal alternative rock grunge permanent wave pop rock rock
"Paint It, Black - Mono",The Rolling Stones,"./data/Paint It, Black - Mono",british invasion classic rock rock
The Chain,Fleetwood Mac,./data/The Chain,album rock classic rock mellow gold rock soft rock yacht rock
Good Times Roll - 2016 Remaster,The Cars,./data/Good Times Roll - 2016 Remaster,album rock art rock classic rock hard rock mellow gold new romantic new wave new wave pop permanent wave power pop rock soft rock
Satellite of Love,Lou Reed,./data/Satellite of Love,art rock classic rock glam rock permanent wave psychedelic rock rock singer-songwriter
Stuck In The Middle With You,Stealers Wheel,./data/Stuck In The Middle With You,classic rock classic uk pop folk rock soft rock
The Middle,Jimmy Eat World,./data/The Middle,alternative rock emo modern power pop modern rock pop punk pop rock rock
Fortunate Son,Creedence Clearwater Revival,./data/Fortunate Son,album rock classic rock country rock rock southern rock swamp rock
Times Like These - Acoustic Version,Foo Fighters,./data/Times Like These - Acoustic Version,alternative metal alternative rock modern rock permanent wave post-grunge rock
Layla - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,./data/Layla - 40th Anniversary Version / 2010 Remastered,album rock art rock blues blues rock british blues classic rock country rock electric blues folk rock hard rock mellow gold psychedelic rock rock roots rock soft rock
Lust For Life,Iggy Pop,./data/Lust For Life,alternative rock classic rock glam rock new wave permanent wave post-punk protopunk punk rock
Piece Of My Heart,Janis Joplin,./data/Piece Of My Heart,blues rock classic rock psychedelic rock rock
Hard To Handle,The Black Crowes,./data/Hard To Handle,album rock alternative rock blues rock classic rock country rock hard rock jam band mellow gold pop rock rock southern rock
"Another Brick in the Wall, Pt. 2",Pink Floyd,"./data/Another Brick in the Wall, Pt. 2",album rock art rock classic rock progressive rock psychedelic rock rock symphonic rock
In the End,Linkin Park,./data/In the End,alternative metal nu metal post-grunge rap metal
Boulevard of Broken Dreams,Green Day,./data/Boulevard of Broken Dreams,permanent wave punk
Teenagers,My Chemical Romance,./data/Teenagers,emo pop punk rock
Yellow,Coldplay,./data/Yellow,permanent wave pop
Supermassive Black Hole,Muse,./data/Supermassive Black Hole,modern rock permanent wave rock
Sex on Fire,Kings of Leon,./data/Sex on Fire,modern rock rock
Can't Stop,Red Hot Chili Peppers,./data/Can't Stop,alternative rock funk metal funk rock permanent wave rock
Chop Suey!,System Of A Down,./data/Chop Suey!,alternative metal nu metal rap metal rock
I Hate Everything About You,Three Days Grace,./data/I Hate Everything About You,alternative metal canadian metal canadian rock nu metal post-grunge
I Write Sins Not Tragedies,Panic! At The Disco,./data/I Write Sins Not Tragedies,modern rock rock
Seven Nation Army,The White Stripes,./data/Seven Nation Army,alternative rock blues rock detroit rock garage rock modern blues rock modern rock permanent wave punk blues rock
Welcome to the Black Parade,My Chemical Romance,./data/Welcome to the Black Parade,emo pop punk rock
Holiday,Green Day,./data/Holiday,permanent wave punk
Are You Gonna Be My Girl,Jet,./data/Are You Gonna Be My Girl,alternative rock modern rock rock
Mr. Brightside,The Killers,./data/Mr. Brightside,alternative rock dance rock modern rock permanent wave rock
Use Somebody,Kings of Leon,./data/Use Somebody,modern rock rock
Dani California,Red Hot Chili Peppers,./data/Dani California,alternative rock funk metal funk rock permanent wave rock
Take Me Out,Franz Ferdinand,./data/Take Me Out,alternative dance alternative rock dance rock indie rock modern rock new rave rock scottish rock
How You Remind Me,Nickelback,./data/How You Remind Me,alternative metal canadian rock nu metal post-grunge
Last Resort,Papa Roach,./data/Last Resort,alternative metal nu metal rap metal rap rock
Numb,Linkin Park,./data/Numb,alternative metal nu metal post-grunge rap metal
Like a Stone,Audioslave,./data/Like a Stone,alternative metal alternative rock nu metal permanent wave post-grunge rock supergroup
I'm Just a Kid,Simple Plan,./data/I'm Just a Kid,canadian pop punk canadian punk canadian rock pop punk
Bring Me To Life,Evanescence,./data/Bring Me To Life,alternative metal
The Reason,Hoobastank,./data/The Reason,alternative metal funk metal nu metal pop rock post-grunge rap rock rock
Best of You,Foo Fighters,./data/Best of You,alternative metal alternative rock modern rock permanent wave post-grunge rock
American Idiot,Green Day,./data/American Idiot,permanent wave punk
"You're Gonna Go Far, Kid",The Offspring,"./data/You're Gonna Go Far, Kid",alternative metal permanent wave punk rock skate punk socal pop punk
I Bet You Look Good On The Dancefloor,Arctic Monkeys,./data/I Bet You Look Good On The Dancefloor,garage rock permanent wave rock sheffield indie
The Middle,Jimmy Eat World,./data/The Middle,alternative rock emo modern power pop modern rock pop punk pop rock rock
Kryptonite,3 Doors Down,./data/Kryptonite,alternative metal nu metal pop rock post-grunge
I Miss You,blink-182,./data/I Miss You,pop punk punk rock socal pop punk
Californication,Red Hot Chili Peppers,./data/Californication,alternative rock funk metal funk rock permanent wave rock
Island In The Sun,Weezer,./data/Island In The Sun,alternative rock modern power pop modern rock permanent wave rock
The Anthem,Good Charlotte,./data/The Anthem,alternative metal pop punk rock
Paralyzer,Finger Eleven,./data/Paralyzer,alternative metal canadian rock funk metal nu metal post-grunge rap rock
"Dance, Dance",Fall Out Boy,"./data/Dance, Dance",emo modern rock rock
Last Nite,The Strokes,./data/Last Nite,alternative rock garage rock modern rock permanent wave rock
The Kill (Bury Me),Thirty Seconds To Mars,./data/The Kill (Bury Me),modern rock post-grunge rock
No One Knows,Queens of the Stone Age,./data/No One Knows,alternative metal alternative rock blues rock modern rock palm desert scene rock stoner metal stoner rock
Jerk It Out,Caesars,./data/Jerk It Out,swedish indie rock
Smooth Criminal,Alien Ant Farm,./data/Smooth Criminal,alternative metal alternative rock funk metal nu metal post-grunge rap rock rock
Take A Look Around,Limp Bizkit,./data/Take A Look Around,alternative metal funk metal nu metal rap metal
What I've Done,Linkin Park,./data/What I've Done,alternative metal nu metal post-grunge rap metal
Float On,Modest Mouse,./data/Float On,alternative rock double drumming indie pop indie rock modern rock rock washington indie
When You Were Young,The Killers,./data/When You Were Young,alternative rock dance rock modern rock permanent wave rock
The Diary of Jane - Single Version,Breaking Benjamin,./data/The Diary of Jane - Single Version,alternative metal nu metal post-grunge
Misery Business,Paramore,./data/Misery Business,candy pop pixie pop emo pop punk
Hey There Delilah,Plain White T's,./data/Hey There Delilah,neo mellow pop punk pop rock
Complicated,Avril Lavigne,./data/Complicated,canadian pop candy pop dance pop pop post-teen pop
Beverly Hills,Weezer,./data/Beverly Hills,alternative rock modern power pop modern rock permanent wave rock
Savior,Rise Against,./data/Savior,chicago hardcore chicago punk hardcore punk punk
Wish You Were Here,Incubus,./data/Wish You Were Here,alternative metal alternative rock funk metal funk rock nu metal pop rock post-grunge rock
Uprising,Muse,./data/Uprising,modern rock permanent wave rock
Toxicity,System Of A Down,./data/Toxicity,alternative metal nu metal rap metal rock
Want You Bad,The Offspring,./data/Want You Bad,alternative metal permanent wave punk rock skate punk socal pop punk
Reptilia,The Strokes,./data/Reptilia,alternative rock garage rock modern rock permanent wave rock
You Know You're Right,Nirvana,./data/You Know You're Right,alternative rock grunge permanent wave rock
Gives You Hell,The All-American Rejects,./data/Gives You Hell,modern rock pop punk pop rock rock
It's Been Awhile,Staind,./data/It's Been Awhile,alternative metal nu metal post-grunge rap rock rock
She Hates Me,Puddle Of Mudd,./data/She Hates Me,alternative metal alternative rock modern rock nu metal post-grunge rap rock rock
The Pretender,Foo Fighters,./data/The Pretender,alternative metal alternative rock modern rock permanent wave post-grunge rock
Thnks fr th Mmrs,Fall Out Boy,./data/Thnks fr th Mmrs,emo modern rock rock
"Dear Maria, Count Me In",All Time Low,"./data/Dear Maria, Count Me In",modern rock pop punk rock
Woman,Wolfmother,./data/Woman,alternative rock australian psych garage rock modern alternative rock modern blues rock modern rock rock
A-Punk,Vampire Weekend,./data/A-Punk,baroque pop indie rock modern rock rock
In Too Deep,Sum 41,./data/In Too Deep,alternative metal canadian pop punk canadian punk nu metal pop punk punk rock
Fake It,Seether,./data/Fake It,alternative metal nu metal post-grunge south african rock
Through Glass,Stone Sour,./data/Through Glass,alternative metal nu metal post-grunge rap rock rock
Higher,Creed,./data/Higher,alternative metal nu metal pop rock post-grunge rock
Joker And The Thief,Wolfmother,./data/Joker And The Thief,alternative rock australian psych garage rock modern alternative rock modern blues rock modern rock rock
Beautiful Day,U2,./data/Beautiful Day,irish rock permanent wave rock
First Date,blink-182,./data/First Date,pop punk punk rock socal pop punk
Miss Murder,AFI,./data/Miss Murder,emo pop punk punk screamo skate punk
Face Down,The Red Jumpsuit Apparatus,./data/Face Down,pop punk pop rock screamo
"Sugar, We're Goin Down",Fall Out Boy,"./data/Sugar, We're Goin Down",emo modern rock rock
Rollin' (Air Raid Vehicle),Limp Bizkit,./data/Rollin' (Air Raid Vehicle),alternative metal funk metal nu metal rap metal
All My Life,Foo Fighters,./data/All My Life,alternative metal alternative rock modern rock permanent wave post-grunge rock
Youth of the Nation,P.O.D.,./data/Youth of the Nation,alternative metal funk metal nu metal rap metal rap rock
Fix You,Coldplay,./data/Fix You,permanent wave pop
Rock N Roll Train,AC/DC,./data/Rock N Roll Train,australian rock hard rock rock
Change (In the House of Flies),Deftones,./data/Change (In the House of Flies),alternative metal nu metal rap metal rock sacramento indie
Fell In Love With a Girl,The White Stripes,./data/Fell In Love With a Girl,alternative rock blues rock detroit rock garage rock modern blues rock modern rock permanent wave punk blues rock
Ocean Avenue,Yellowcard,./data/Ocean Avenue,bow pop pop punk rock socal pop punk
Stop Crying Your Heart Out,Oasis,./data/Stop Crying Your Heart Out,beatlesque britpop madchester permanent wave rock
Hate To Say I Told You So,The Hives,./data/Hate To Say I Told You So,alternative rock garage rock garage rock revival modern rock new rave rock swedish garage rock swedish hard rock swedish indie rock
"Steady, As She Goes",The Raconteurs,"./data/Steady, As She Goes",alternative rock garage rock garage rock revival indie rock modern alternative rock modern blues rock modern rock rock supergroup
Vertigo,U2,./data/Vertigo,irish rock permanent wave rock
Welcome Home,Coheed and Cambria,./data/Welcome Home,emo pop punk screamo
Your Touch,The Black Keys,./data/Your Touch,alternative rock blues rock garage rock modern blues rock modern rock punk blues rock roots rock
The Taste of Ink,The Used,./data/The Taste of Ink,post-hardcore rock screamo
Little Sister,Queens of the Stone Age,./data/Little Sister,alternative metal alternative rock blues rock modern rock palm desert scene rock stoner metal stoner rock
The Bitter End,Placebo,./data/The Bitter End,alternative rock britpop modern rock permanent wave rock
Every Day Is Exactly The Same,Nine Inch Nails,./data/Every Day Is Exactly The Same,alternative metal alternative rock cyberpunk electronic rock industrial industrial metal industrial rock nu metal rock
Cute Without The 'E' (Cut From The Team),Taking Back Sunday,./data/Cute Without The 'E' (Cut From The Team),emo pop punk
Dig,Incubus,./data/Dig,alternative metal alternative rock funk metal funk rock nu metal pop rock post-grunge rock
Banquet,Bloc Party,./data/Banquet,alternative dance alternative rock dance-punk indie rock modern rock new rave rock
Judith,A Perfect Circle,./data/Judith,alternative metal alternative rock nu metal rap rock rock supergroup
Obstacle 1,Interpol,./data/Obstacle 1,alternative dance alternative rock indie rock modern rock new rave rock
"There, There",Radiohead,"./data/There, There",alternative rock art rock melancholia oxford indie permanent wave rock
Smells Like Teen Spirit,Nirvana,./data/Smells Like Teen Spirit,alternative rock grunge permanent wave rock
Basket Case,Green Day,./data/Basket Case,permanent wave punk
Zombie,The Cranberries,./data/Zombie,irish rock pop rock rock
Creep,Radiohead,./data/Creep,alternative rock art rock melancholia oxford indie permanent wave rock
Self Esteem,The Offspring,./data/Self Esteem,alternative metal permanent wave punk rock skate punk socal pop punk
Killing In The Name,Rage Against The Machine,./data/Killing In The Name,alternative metal alternative rock conscious hip hop funk metal nu metal political hip hop rap metal rap rock rock
Scar Tissue,Red Hot Chili Peppers,./data/Scar Tissue,alternative rock funk metal funk rock permanent wave rock
Wonderwall - Remastered,Oasis,./data/Wonderwall - Remastered,beatlesque britpop madchester permanent wave rock
Song 2 - 2012 Remaster,Blur,./data/Song 2 - 2012 Remaster,alternative rock britpop madchester modern rock permanent wave pop rock rock
Everlong,Foo Fighters,./data/Everlong,alternative metal alternative rock modern rock permanent wave post-grunge rock
Drive,Incubus,./data/Drive,alternative metal alternative rock funk metal funk rock nu metal pop rock post-grunge rock
Knockin' On Heaven's Door,Guns N' Roses,./data/Knockin' On Heaven's Door,glam metal hard rock rock
Enter Sandman,Metallica,./data/Enter Sandman,hard rock metal old school thrash rock thrash metal
When I Come Around,Green Day,./data/When I Come Around,permanent wave punk
Losing My Religion,R.E.M.,./data/Losing My Religion,alternative rock athens indie classic rock permanent wave pop rock rock
Bitter Sweet Symphony,The Verve,./data/Bitter Sweet Symphony,alternative rock britpop permanent wave pop rock rock shoegaze
Plush,Stone Temple Pilots,./data/Plush,alternative metal alternative rock grunge hard rock nu metal pop rock post-grunge rock
Come Out and Play,The Offspring,./data/Come Out and Play,alternative metal permanent wave punk rock skate punk socal pop punk
Under the Bridge,Red Hot Chili Peppers,./data/Under the Bridge,alternative rock funk metal funk rock permanent wave rock
All The Small Things,blink-182,./data/All The Small Things,pop punk punk rock socal pop punk
Even Flow,Pearl Jam,./data/Even Flow,grunge permanent wave rock
Shine,Collective Soul,./data/Shine,alternative metal alternative rock nu metal pop rock post-grunge rock
Don't Speak,No Doubt,./data/Don't Speak,alternative rock dance pop dance rock permanent wave pop rock
You Oughta Know,Alanis Morissette,./data/You Oughta Know,canadian pop canadian singer-songwriter lilith pop rock singer-songwriter
Learn to Fly,Foo Fighters,./data/Learn to Fly,alternative metal alternative rock modern rock permanent wave post-grunge rock
Come As You Are,Nirvana,./data/Come As You Are,alternative rock grunge permanent wave rock
Nothing Else Matters,Metallica,./data/Nothing Else Matters,hard rock metal old school thrash rock thrash metal
Santeria,Sublime,./data/Santeria,alternative rock reggae fusion ska mexicano ska punk
Loser,Beck,./data/Loser,alternative rock anti-folk indie rock modern rock permanent wave rock
Give It Away,Red Hot Chili Peppers,./data/Give It Away,alternative rock funk metal funk rock permanent wave rock
Semi-Charmed Life,Third Eye Blind,./data/Semi-Charmed Life,alternative rock neo mellow pop rock post-grunge rock
Are You Gonna Go My Way,Lenny Kravitz,./data/Are You Gonna Go My Way,permanent wave pop rock rock
The Kids Aren't Alright,The Offspring,./data/The Kids Aren't Alright,alternative metal permanent wave punk rock skate punk socal pop punk
1979 - Remastered 2012,The Smashing Pumpkins,./data/1979 - Remastered 2012,alternative metal alternative rock grunge permanent wave pop rock rock
Heart-Shaped Box,Nirvana,./data/Heart-Shaped Box,alternative rock grunge permanent wave rock
Alive,Pearl Jam,./data/Alive,grunge permanent wave rock
Black Hole Sun,Soundgarden,./data/Black Hole Sun,alternative metal alternative rock grunge hard rock modern rock nu metal rock
High And Dry,Radiohead,./data/High And Dry,alternative rock art rock melancholia oxford indie permanent wave rock
What's Up?,4 Non Blondes,./data/What's Up?,new wave pop pop rock
Sweet Dreams (Are Made Of This),Marilyn Manson,./data/Sweet Dreams (Are Made Of This),alternative metal industrial industrial metal industrial rock nu metal
Mr. Jones,Counting Crows,./data/Mr. Jones,alternative rock neo mellow pop rock rock
My Hero,Foo Fighters,./data/My Hero,alternative metal alternative rock modern rock permanent wave post-grunge rock
Just A Girl,No Doubt,./data/Just A Girl,alternative rock dance pop dance rock permanent wave pop rock
Man in the Box,Alice In Chains,./data/Man in the Box,alternative metal alternative rock grunge hard rock nu metal rock
Bullet With Butterfly Wings,The Smashing Pumpkins,./data/Bullet With Butterfly Wings,alternative metal alternative rock grunge permanent wave pop rock rock
Sabotage,Beastie Boys,./data/Sabotage,alternative rock east coast hip hop golden age hip hop hip hop old school hip hop rap rap rock
Cryin',Aerosmith,./data/Cryin',album rock classic rock hard rock rock
No Rain,Blind Melon,./data/No Rain,alternative metal alternative rock blues rock grunge pop rock rock
Two Princes,Spin Doctors,./data/Two Princes,alternative rock pop rock rock
Don't Look Back In Anger - Remastered,Oasis,./data/Don't Look Back In Anger - Remastered,beatlesque britpop madchester permanent wave rock
What's My Age Again?,blink-182,./data/What's My Age Again?,pop punk punk rock socal pop punk
Say It Ain't So,Weezer,./data/Say It Ain't So,alternative rock modern power pop modern rock permanent wave rock
All Star,Smash Mouth,./data/All Star,alternative rock pop rock
Interstate Love Song,Stone Temple Pilots,./data/Interstate Love Song,alternative metal alternative rock grunge hard rock nu metal pop rock post-grunge rock
Machinehead,Bush,./data/Machinehead,alternative metal alternative rock grunge modern rock nu metal pop rock post-grunge rock
What I Got,Sublime,./data/What I Got,alternative rock reggae fusion ska mexicano ska punk
Good Riddance (Time of Your Life),Green Day,./data/Good Riddance (Time of Your Life),permanent wave punk
Wind Of Change,Scorpions,./data/Wind Of Change,album rock german hard rock german metal german rock hard rock metal rock
Friday I'm In Love,The Cure,./data/Friday I'm In Love,new wave permanent wave rock uk post-punk
My Own Worst Enemy,Lit,./data/My Own Worst Enemy,alternative rock pop punk pop rock socal pop punk
November Rain,Guns N' Roses,./data/November Rain,glam metal hard rock rock
Closer,Nine Inch Nails,./data/Closer,alternative metal alternative rock cyberpunk electronic rock industrial industrial metal industrial rock nu metal rock
Personal Jesus - Original Single Version,Depeche Mode,./data/Personal Jesus - Original Single Version,dance rock new romantic new wave permanent wave synthpop
Celebrity Skin,Hole,./data/Celebrity Skin,alternative rock grunge pop rock rock
Lightning Crashes,Live,./data/Lightning Crashes,alternative metal alternative rock pop rock post-grunge rock
Santa Monica,Everclear,./data/Santa Monica,alternative metal alternative rock permanent wave pop rock post-grunge rock
Live And Let Die,Guns N' Roses,./data/Live And Let Die,glam metal hard rock rock
Far Behind,Candlebox,./data/Far Behind,alternative metal alternative rock grunge nu metal pop rock post-grunge rock
Flagpole Sitta,Harvey Danger,./data/Flagpole Sitta,alternative rock pop rock
Epic,Faith No More,./data/Epic,alternative metal alternative rock funk metal funk rock hard rock nu metal rap metal rap rock rock
Hard To Handle,The Black Crowes,./data/Hard To Handle,album rock alternative rock blues rock classic rock country rock hard rock jam band mellow gold pop rock rock southern rock
Today - 2011 Remaster,The Smashing Pumpkins,./data/Today - 2011 Remaster,alternative metal alternative rock grunge permanent wave pop rock rock
Lump,The Presidents Of The United States Of America,./data/Lump,alternative metal alternative rock grunge pop rock rock
Bulls On Parade,Rage Against The Machine,./data/Bulls On Parade,alternative metal alternative rock conscious hip hop funk metal nu metal political hip hop rap metal rap rock rock
Karma Police,Radiohead,./data/Karma Police,alternative rock art rock melancholia oxford indie permanent wave rock
Everything About You,Ugly Kid Joe,./data/Everything About You,funk metal funk rock glam metal hard rock rock
The Distance,CAKE,./data/The Distance,alternative rock modern rock pop rock rock sacramento indie
One,U2,./data/One,irish rock permanent wave rock
Shimmer,Fuel,./data/Shimmer,alternative metal alternative rock nu metal pop rock post-grunge rap rock rock
Every You Every Me,Placebo,./data/Every You Every Me,alternative rock britpop modern rock permanent wave rock
Tomorrow,Silverchair,./data/Tomorrow,alternative metal alternative rock australian alternative rock australian psych grunge nu metal pop rock post-grunge rock
Cumbersome,Seven Mary Three,./data/Cumbersome,alternative metal alternative rock pop rock post-grunge
Stupid Girl,Garbage,./data/Stupid Girl,alternative dance alternative rock dance pop dance rock electronic rock lilith permanent wave pop rock rock
Pardon Me,Incubus,./data/Pardon Me,alternative metal alternative rock funk metal funk rock nu metal pop rock post-grunge rock
The Impression That I Get,The Mighty Mighty Bosstones,./data/The Impression That I Get,boston punk boston rock punk ska ska punk skate punk
Would?,Alice In Chains,./data/Would?,alternative metal alternative rock grunge hard rock nu metal rock
Guerrilla Radio,Rage Against The Machine,./data/Guerrilla Radio,alternative metal alternative rock conscious hip hop funk metal nu metal political hip hop rap metal rap rock rock
Supersonic - Remastered,Oasis,./data/Supersonic - Remastered,beatlesque britpop madchester permanent wave rock
Hunger Strike - 25th Anniversary Mix,Temple Of The Dog,./data/Hunger Strike - 25th Anniversary Mix,alternative metal alternative rock grunge hard rock rock supergroup
Take a Picture,Filter,./data/Take a Picture,alternative metal alternative rock grunge industrial metal industrial rock nu metal pop rock post-grunge rap rock rock
Cannonball,The Breeders,./data/Cannonball,alternative pop alternative rock anti-folk art pop boston rock dayton indie dream pop indie rock lo-fi new wave post-punk rock
Hedonism (Just Because You Feel Good),Skunk Anansie,./data/Hedonism (Just Because You Feel Good),british alternative rock pop rock
Popular,Nada Surf,./data/Popular,indie rock power pop
Be Quiet and Drive (Far Away),Deftones,./data/Be Quiet and Drive (Far Away),alternative metal nu metal rap metal rock sacramento indie
Country House - 2012 Remaster,Blur,./data/Country House - 2012 Remaster,alternative rock britpop madchester modern rock permanent wave pop rock rock
All Mixed Up,311,./data/All Mixed Up,alternative metal alternative rock funk metal funk rock nu metal pop rock rap rock reggae fusion rock
Milquetoast,Helmet,./data/Milquetoast,alternative metal alternative rock grunge industrial metal industrial rock nu metal post-hardcore rap rock rock
Sunburn,Muse,./data/Sunburn,modern rock permanent wave rock
If Only,Queens of the Stone Age,./data/If Only,alternative metal alternative rock blues rock modern rock palm desert scene rock stoner metal stoner rock
Nowhere,Therapy?,./data/Nowhere,alternative metal
Paradise City,Guns N' Roses,./data/Paradise City,glam metal hard rock rock
You Shook Me All Night Long,AC/DC,./data/You Shook Me All Night Long,australian rock hard rock rock
Pour Some Sugar On Me - Remastered 2017,Def Leppard,./data/Pour Some Sugar On Me - Remastered 2017,album rock glam metal hard rock nwobhm rock
Jump - 2015 Remaster,Van Halen,./data/Jump - 2015 Remaster,album rock classic rock hard rock metal rock
Another One Bites The Dust - Remastered 2011,Queen,./data/Another One Bites The Dust - Remastered 2011,classic rock glam rock rock
Livin' On A Prayer,Bon Jovi,./data/Livin' On A Prayer,glam metal rock
Born in the U.S.A.,Bruce Springsteen,./data/Born in the U.S.A.,classic rock heartland rock mellow gold permanent wave rock singer-songwriter soft rock
Don't Stop Believin',Journey,./data/Don't Stop Believin',album rock classic rock hard rock mellow gold rock soft rock
Rebel Yell,Billy Idol,./data/Rebel Yell,album rock classic rock dance rock hard rock mellow gold new romantic new wave new wave pop rock soft rock synthpop
Let's Dance - 1999 Remaster,David Bowie,./data/Let's Dance - 1999 Remaster,art rock classic rock glam rock permanent wave rock
Should I Stay or Should I Go - Remastered,The Clash,./data/Should I Stay or Should I Go - Remastered,classic rock permanent wave punk rock
Start Me Up - Remastered 2009,The Rolling Stones,./data/Start Me Up - Remastered 2009,british invasion classic rock rock
Every Breath You Take - Remastered 2003,The Police,./data/Every Breath You Take - Remastered 2003,album rock art rock classic rock mellow gold new wave permanent wave rock soft rock
"Girls, Girls, Girls",Mötley Crüe,"./data/Girls, Girls, Girls",glam metal hard rock metal rock sleaze rock
Rock You Like A Hurricane,Scorpions,./data/Rock You Like A Hurricane,album rock german hard rock german metal german rock hard rock metal rock
Free Fallin',Tom Petty,./data/Free Fallin',album rock classic rock country rock folk rock heartland rock mellow gold pop rock rock singer-songwriter soft rock
Need You Tonight,INXS,./data/Need You Tonight,australian rock dance rock funk rock mellow gold new romantic new wave new wave pop rock soft rock
Summer Of '69,Bryan Adams,./data/Summer Of '69,canadian pop canadian singer-songwriter classic canadian rock heartland rock mellow gold rock soft rock
Walk This Way,Run–D.M.C.,./data/Walk This Way,east coast hip hop golden age hip hop hardcore hip hop hip hop hip house old school hip hop queens hip hop rap
We're Not Gonna Take It,Twisted Sister,./data/We're Not Gonna Take It,album rock glam metal hard rock metal rock
With Or Without You - Remastered,U2,./data/With Or Without You - Remastered,irish rock permanent wave rock
Don't You (Forget About Me),Simple Minds,./data/Don't You (Forget About Me),art rock dance rock mellow gold new romantic new wave new wave pop rock scottish new wave soft rock synthpop
Money for Nothing,Dire Straits,./data/Money for Nothing,album rock classic rock mellow gold rock soft rock
Poison,Alice Cooper,./data/Poison,album rock blues rock classic rock detroit rock glam metal glam rock hard rock metal protopunk rock
Eye of the Tiger,Survivor,./data/Eye of the Tiger,album rock hard rock mellow gold rock soft rock
Love Buzz,Nirvana,./data/Love Buzz,alternative rock grunge permanent wave rock
It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,./data/It's The End Of The World As We Know It (And I Feel Fine),alternative rock athens indie classic rock permanent wave pop rock rock
Call Me,Blondie,./data/Call Me,candy pop new wave pop permanent wave power pop rock
Dancing With Myself,Billy Idol,./data/Dancing With Myself,album rock classic rock dance rock hard rock mellow gold new romantic new wave new wave pop rock soft rock synthpop
